Now tracing requests.

Tracing session: d26f6680-e4d2-11e6-b264-17f69bb1c0f2

 activity                                                                                                      | timestamp    | source    | source_elapsed
 activity                                                                      | timestamp    | source    | source_elapsed
-------------------------------------------------------------------------------+--------------+-----------+----------------
                                                            execute_cql3_query | 20:54:45,475 | 127.0.0.1 |              0
 Parsing select field0,field1 from testdb.testcf where field0='A' LIMIT 10000; | 20:54:45,475 | 127.0.0.1 |             37
                                                           Preparing statement | 20:54:45,475 | 127.0.0.1 |            293
                                                          reading data locally | 20:54:45,475 | 127.0.0.1 |            481
                                    Executing single-partition query on testcf | 20:54:45,475 | 127.0.0.1 |            608
                                                  Acquiring sstable references | 20:54:45,475 | 127.0.0.1 |            624
                                                   Merging memtable tombstones | 20:54:45,475 | 127.0.0.1 |            660
     Skipped 0/0 non-slice-intersecting sstables, included 0 due to tombstones | 20:54:45,475 | 127.0.0.1 |            695
                                    Merging data from memtables and 0 sstables | 20:54:45,475 | 127.0.0.1 |            720
                                             Read 1 live and 0 tombstone cells | 20:54:45,475 | 127.0.0.1 |            756
                                                              Request complete | 20:54:45,476 | 127.0.0.1 |           1091



Tracing session: d5a3dd90-e4d2-11e6-b264-17f69bb1c0f2

 activity                                                     | timestamp    | source    | source_elapsed
--------------------------------------------------------------+--------------+-----------+----------------
                                           execute_cql3_query | 20:54:45,993 | 127.0.0.1 |              0
 Parsing update testdb.testcf SET field3=45 WHERE field0='C'; | 20:54:45,993 | 127.0.0.1 |             69
                                          Preparing statement | 20:54:45,994 | 127.0.0.1 |            251
                            Determining replicas for mutation | 20:54:45,994 | 127.0.0.1 |            529
                               Acquiring switchLock read lock | 20:54:45,994 | 127.0.0.1 |            777
                                       Appending to commitlog | 20:54:45,994 | 127.0.0.1 |            796
                                    Adding to testcf memtable | 20:54:45,994 | 127.0.0.1 |            833
                                             Request complete | 20:54:45,994 | 127.0.0.1 |           1111



 field0 | field1 | field2 | field3
--------+--------+--------+--------
      C |     G2 |      3 |     45
      B |     G1 |      2 |     20
      A |     G1 |      1 |     10
      D |     G2 |      4 |     40

(4 rows)


Tracing session: d5f2e7f0-e4d2-11e6-b264-17f69bb1c0f2

 activity                                                                                        | timestamp    | source    | source_elapsed
-------------------------------------------------------------------------------------------------+--------------+-----------+----------------
                                                                              execute_cql3_query | 20:54:46,511 | 127.0.0.1 |              0
                                                Parsing select * from testdb.testcf LIMIT 10000; | 20:54:46,511 | 127.0.0.1 |             52
                                                                             Preparing statement | 20:54:46,511 | 127.0.0.1 |            111
                                                                   Determining replicas to query | 20:54:46,511 | 127.0.0.1 |            248
 Executing seq scan across 0 sstables for [min(-9223372036854775808), min(-9223372036854775808)] | 20:54:46,512 | 127.0.0.1 |            975
                                                               Read 1 live and 0 tombstone cells | 20:54:46,512 | 127.0.0.1 |           1144
                                                               Read 1 live and 0 tombstone cells | 20:54:46,512 | 127.0.0.1 |           1217
                                                               Read 1 live and 0 tombstone cells | 20:54:46,512 | 127.0.0.1 |           1270
                                                               Read 1 live and 0 tombstone cells | 20:54:46,512 | 127.0.0.1 |           1313
                                                                    Scanned 4 rows and matched 4 | 20:54:46,512 | 127.0.0.1 |           1359
                                                                                Request complete | 20:54:46,512 | 127.0.0.1 |           1634



Tracing session: d641cb40-e4d2-11e6-b264-17f69bb1c0f2

 activity                                                           | timestamp    | source    | source_elapsed
--------------------------------------------------------------------+--------------+-----------+----------------
                                                 execute_cql3_query | 20:54:47,029 | 127.0.0.1 |              0
 Parsing delete field1,field3 from  testdb.testcf WHERE field0='C'; | 20:54:47,029 | 127.0.0.1 |             41
                                                Preparing statement | 20:54:47,029 | 127.0.0.1 |            127
                                  Determining replicas for mutation | 20:54:47,029 | 127.0.0.1 |            289
                                     Acquiring switchLock read lock | 20:54:47,029 | 127.0.0.1 |            474
                                             Appending to commitlog | 20:54:47,029 | 127.0.0.1 |            493
                                          Adding to testcf memtable | 20:54:47,029 | 127.0.0.1 |            510
                                                   Request complete | 20:54:47,029 | 127.0.0.1 |            705



 field0 | field1 | field2 | field3
--------+--------+--------+--------
      C |   null |      3 |   null
      B |     G1 |      2 |     20
      A |     G1 |      1 |     10
      D |     G2 |      4 |     40

(4 rows)


Tracing session: d6901250-e4d2-11e6-b264-17f69bb1c0f2

 activity                                                                                        | timestamp    | source    | source_elapsed
-------------------------------------------------------------------------------------------------+--------------+-----------+----------------
                                                                              execute_cql3_query | 20:54:47,541 | 127.0.0.1 |              0
                                                Parsing select * from testdb.testcf LIMIT 10000; | 20:54:47,542 | 127.0.0.1 |             56
                                                                             Preparing statement | 20:54:47,542 | 127.0.0.1 |            191
                                                                   Determining replicas to query | 20:54:47,542 | 127.0.0.1 |            401
 Executing seq scan across 0 sstables for [min(-9223372036854775808), min(-9223372036854775808)] | 20:54:47,543 | 127.0.0.1 |           1276
                                                               Read 1 live and 2 tombstone cells | 20:54:47,543 | 127.0.0.1 |           1412
                                                               Read 1 live and 0 tombstone cells | 20:54:47,543 | 127.0.0.1 |           1462
                                                               Read 1 live and 0 tombstone cells | 20:54:47,543 | 127.0.0.1 |           1567
                                                               Read 1 live and 0 tombstone cells | 20:54:47,543 | 127.0.0.1 |           1634
                                                                    Scanned 4 rows and matched 4 | 20:54:47,543 | 127.0.0.1 |           1656
                                                                                Request complete | 20:54:47,542 | 127.0.0.1 |           1808



Tracing session: d6df43c0-e4d2-11e6-b264-17f69bb1c0f2

 activity                                                           | timestamp    | source    | source_elapsed
--------------------------------------------------------------------+--------------+-----------+----------------
                                                 execute_cql3_query | 20:54:48,060 | 127.0.0.1 |              0
 Parsing delete field1,field2 from  testdb.testcf WHERE field0='C'; | 20:54:48,060 | 127.0.0.1 |             53
                                                Preparing statement | 20:54:48,060 | 127.0.0.1 |            130
                                  Determining replicas for mutation | 20:54:48,060 | 127.0.0.1 |            284
                                     Acquiring switchLock read lock | 20:54:48,061 | 127.0.0.1 |            685
                                             Appending to commitlog | 20:54:48,061 | 127.0.0.1 |            705
                                          Adding to testcf memtable | 20:54:48,061 | 127.0.0.1 |            734
                                                   Request complete | 20:54:48,061 | 127.0.0.1 |           1072



 field0 | field1 | field2 | field3
--------+--------+--------+--------
      C |   null |   null |   null
      B |     G1 |      2 |     20
      A |     G1 |      1 |     10
      D |     G2 |      4 |     40

(4 rows)


Tracing session: d72dd8f0-e4d2-11e6-b264-17f69bb1c0f2

 activity                                                                                        | timestamp    | source    | source_elapsed
-------------------------------------------------------------------------------------------------+--------------+-----------+----------------
                                                                              execute_cql3_query | 20:54:48,576 | 127.0.0.1 |              0
                                                Parsing select * from testdb.testcf LIMIT 10000; | 20:54:48,576 | 127.0.0.1 |             48
                                                                             Preparing statement | 20:54:48,576 | 127.0.0.1 |            135
                                                                   Determining replicas to query | 20:54:48,576 | 127.0.0.1 |            266
 Executing seq scan across 0 sstables for [min(-9223372036854775808), min(-9223372036854775808)] | 20:54:48,577 | 127.0.0.1 |            909
                                                               Read 1 live and 3 tombstone cells | 20:54:48,577 | 127.0.0.1 |           1061
                                                               Read 1 live and 0 tombstone cells | 20:54:48,577 | 127.0.0.1 |           1165
                                                               Read 1 live and 0 tombstone cells | 20:54:48,577 | 127.0.0.1 |           1241
                                                               Read 1 live and 0 tombstone cells | 20:54:48,577 | 127.0.0.1 |           1312
                                                                    Scanned 4 rows and matched 4 | 20:54:48,577 | 127.0.0.1 |           1344
                                                                                Request complete | 20:54:48,577 | 127.0.0.1 |           1678



Tracing session: d77ce350-e4d2-11e6-b264-17f69bb1c0f2

 activity                                             | timestamp    | source    | source_elapsed
------------------------------------------------------+--------------+-----------+----------------
                                   execute_cql3_query | 20:54:49,093 | 127.0.0.1 |              0
 Parsing delete from  testdb.testcf WHERE field0='C'; | 20:54:49,093 | 127.0.0.1 |             50
                                  Preparing statement | 20:54:49,094 | 127.0.0.1 |            119
                    Determining replicas for mutation | 20:54:49,094 | 127.0.0.1 |            218
                       Acquiring switchLock read lock | 20:54:49,094 | 127.0.0.1 |            479
                               Appending to commitlog | 20:54:49,094 | 127.0.0.1 |            499
                            Adding to testcf memtable | 20:54:49,094 | 127.0.0.1 |            529
                                     Request complete | 20:54:49,093 | 127.0.0.1 |            746



 field0 | field1 | field2 | field3
--------+--------+--------+--------
      B |     G1 |      2 |     20
      A |     G1 |      1 |     10
      D |     G2 |      4 |     40

(3 rows)


Tracing session: d7cb7880-e4d2-11e6-b264-17f69bb1c0f2

 activity                                                                                        | timestamp    | source    | source_elapsed
-------------------------------------------------------------------------------------------------+--------------+-----------+----------------
                                                                              execute_cql3_query | 20:54:49,608 | 127.0.0.1 |              0
                                                Parsing select * from testdb.testcf LIMIT 10000; | 20:54:49,608 | 127.0.0.1 |             36
                                                                             Preparing statement | 20:54:49,608 | 127.0.0.1 |             95
                                                                   Determining replicas to query | 20:54:49,608 | 127.0.0.1 |            202
 Executing seq scan across 0 sstables for [min(-9223372036854775808), min(-9223372036854775808)] | 20:54:49,608 | 127.0.0.1 |            566
                                                               Read 0 live and 0 tombstone cells | 20:54:49,609 | 127.0.0.1 |            820
                                                               Read 1 live and 0 tombstone cells | 20:54:49,609 | 127.0.0.1 |            869
                                                               Read 1 live and 0 tombstone cells | 20:54:49,609 | 127.0.0.1 |            929
                                                               Read 1 live and 0 tombstone cells | 20:54:49,609 | 127.0.0.1 |            975
                                                                    Scanned 4 rows and matched 4 | 20:54:49,609 | 127.0.0.1 |            996
                                                                                Request complete | 20:54:49,609 | 127.0.0.1 |           1157



Tracing session: d81a34c0-e4d2-11e6-b264-17f69bb1c0f2

 activity                                                                                                                                                                                                                                              | timestamp    | source    | source_elapsed
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------+-----------+----------------
                                                                                                                                                                                                                                    execute_cql3_query | 20:54:50,125 | 127.0.0.1 |              0
                                                                                                                                                                                                                         Parsing drop table testdb.testcf; | 20:54:50,125 | 127.0.0.1 |             45
                                                                                                                                                                                                                         Parsing drop keyspace testdb; | 20:54:50,125 | 127.0.0.1 |             45
                                                                                                                                                                                                                                   Preparing statement | 20:54:50,125 | 127.0.0.1 |            105
                                                                                                                                                       Executing seq scan across 3 sstables for (min(-9223372036854775808), min(-9223372036854775808)] | 20:54:50,126 | 127.0.0.1 |           1133
                                                                                                                                                                                                                     Read 3 live and 0 tombstone cells | 20:54:50,127 | 127.0.0.1 |           2884
                                                                                                                                                                                                                     Read 3 live and 0 tombstone cells | 20:54:50,127 | 127.0.0.1 |           2982
                                                                                                                                                                                                                     Read 3 live and 0 tombstone cells | 20:54:50,128 | 127.0.0.1 |           3084
                                                                                                                                                                                                                     Read 3 live and 0 tombstone cells | 20:54:50,128 | 127.0.0.1 |           3163
                                                                                                                                                                                                                          Scanned 4 rows and matched 4 | 20:54:50,128 | 127.0.0.1 |           3302
                                                                                                                                                       Executing seq scan across 1 sstables for (min(-9223372036854775808), min(-9223372036854775808)] | 20:54:50,128 | 127.0.0.1 |           3520
                                                                                                                                                                                                                    Read 25 live and 0 tombstone cells | 20:54:50,129 | 127.0.0.1 |           4354
                                                                                                                                                                                                                    Read 25 live and 0 tombstone cells | 20:54:50,129 | 127.0.0.1 |           4537
                                                                                                                                                                                                                   Read 403 live and 0 tombstone cells | 20:54:50,132 | 127.0.0.1 |           7363
                                                                                                                                                                                                                    Read 25 live and 1 tombstone cells | 20:54:50,132 | 127.0.0.1 |           7564
                                                                                                                                                                                                                    Read 50 live and 0 tombstone cells | 20:54:50,132 | 127.0.0.1 |           7842
                                                                                                                                                                                                                          Scanned 5 rows and matched 5 | 20:54:50,132 | 127.0.0.1 |           7914
                                                                                                                                                                                                                        Acquiring switchLock read lock | 20:54:50,132 | 127.0.0.1 |           7978
                                                                                                                                                                                                                                Appending to commitlog | 20:54:50,132 | 127.0.0.1 |           7989
                                                                                                                                                                                                              Adding to schema_columnfamilies memtable | 20:54:50,133 | 127.0.0.1 |           8023
                                                                                                                                                                                                                     Adding to schema_columns memtable | 20:54:50,134 | 127.0.0.1 |           9136
                                                                                                                                                                                                                   Adding to schema_keyspaces memtable | 20:54:50,135 | 127.0.0.1 |          10118
                                                                                                                                                                                                                    Adding to schema_triggers memtable | 20:54:50,135 | 127.0.0.1 |          10799
                                                                                                                                                                                                                     Read 3 live and 0 tombstone cells | 20:54:50,260 | 127.0.0.1 |         135989
                                                                                                                                                                                                                     Read 3 live and 0 tombstone cells | 20:54:50,263 | 127.0.0.1 |         138405
                                                                                                                                                                                                                     Read 0 live and 0 tombstone cells | 20:54:50,263 | 127.0.0.1 |         138677
                                                                                                                                                                                                                     Read 3 live and 0 tombstone cells | 20:54:50,263 | 127.0.0.1 |         138858
 Parsing INSERT INTO system.compaction_history (id, keyspace_name, columnfamily_name, compacted_at, bytes_in, bytes_out, rows_merged) VALUES (d854f3d0-e4d2-11e6-b264-17f69bb1c0f2, 'system', 'schema_keyspaces', 1485550490509, 616, 265, {1:3, 4:1}) | 20:54:50,509 | 127.0.0.1 |         384852
                                                                                                                                                                                                                                   Preparing statement | 20:54:50,510 | 127.0.0.1 |         385063
                                                                                                                                                                                                                        Acquiring switchLock read lock | 20:54:50,510 | 127.0.0.1 |         385523
                                                                                                                                                                                                                                Appending to commitlog | 20:54:50,510 | 127.0.0.1 |         385538
                                                                                                                                                                                                                 Adding to compaction_history memtable | 20:54:50,510 | 127.0.0.1 |         385569
                                                                                                                                                       Executing seq scan across 1 sstables for (min(-9223372036854775808), min(-9223372036854775808)] | 20:54:50,753 | 127.0.0.1 |         628302
                                                                                                                                                                                                                     Read 3 live and 0 tombstone cells | 20:54:50,753 | 127.0.0.1 |         628904
                                                                                                                                                                                                                     Read 3 live and 0 tombstone cells | 20:54:50,753 | 127.0.0.1 |         628980
                                                                                                                                                                                                                     Read 0 live and 0 tombstone cells | 20:54:50,754 | 127.0.0.1 |         629055
                                                                                                                                                                                                                     Read 3 live and 0 tombstone cells | 20:54:50,754 | 127.0.0.1 |         629110
                                                                                                                                                                                                                          Scanned 4 rows and matched 4 | 20:54:50,754 | 127.0.0.1 |         629194
                                                                                                                                                       Executing seq scan across 2 sstables for (min(-9223372036854775808), min(-9223372036854775808)] | 20:54:50,754 | 127.0.0.1 |         629442
                                                                                                                                                                                                                    Read 25 live and 0 tombstone cells | 20:54:50,755 | 127.0.0.1 |         630489
                                                                                                                                                                                                                    Read 25 live and 0 tombstone cells | 20:54:50,755 | 127.0.0.1 |         630620
                                                                                                                                                                                                                   Read 403 live and 0 tombstone cells | 20:54:50,758 | 127.0.0.1 |         633976
                                                                                                                                                                                                                     Read 0 live and 0 tombstone cells | 20:54:50,759 | 127.0.0.1 |         634065
                                                                                                                                                                                                                    Read 50 live and 0 tombstone cells | 20:54:50,759 | 127.0.0.1 |         634258
                                                                                                                                                                                                                          Scanned 5 rows and matched 5 | 20:54:50,759 | 127.0.0.1 |         634345
                                                                                                                                   Parsing SELECT * FROM sstable_activity WHERE keyspace_name='testdb' and columnfamily_name='testcf' and generation=1 | 20:54:50,877 | 127.0.0.1 |         752464
                                                                                                                                                                                                                                   Preparing statement | 20:54:50,877 | 127.0.0.1 |         752628
                                                                                                                                                                                                  Executing single-partition query on sstable_activity | 20:54:50,877 | 127.0.0.1 |         752923
                                                                                                                                                                                                                          Acquiring sstable references | 20:54:50,877 | 127.0.0.1 |         752939
                                                                                                                                                                                                                           Merging memtable tombstones | 20:54:50,878 | 127.0.0.1 |         753003
                                                                                                                                                                                                                        Key cache hit for sstable 2118 | 20:54:50,878 | 127.0.0.1 |         753122
                                                                                                                                                                                                           Seeking to partition beginning in data file | 20:54:50,878 | 127.0.0.1 |         753137
                                                                                                                                                                             Skipped 0/1 non-slice-intersecting sstables, included 0 due to tombstones | 20:54:50,878 | 127.0.0.1 |         753592
                                                                                                                                                                                                            Merging data from memtables and 1 sstables | 20:54:50,878 | 127.0.0.1 |         753611
                                                                                                                                                                                                                     Read 0 live and 0 tombstone cells | 20:54:50,878 | 127.0.0.1 |         753651
                                                                                                                                               Parsing DELETE truncated_at[0e66ac17-17b8-3e2f-ae06-f47cff581c77] from system.local WHERE key = 'local' | 20:54:50,883 | 127.0.0.1 |         758252
                                                                                                                                                                                                                                   Preparing statement | 20:54:50,883 | 127.0.0.1 |         758401
                                                                                                                                                                                                                        Acquiring switchLock read lock | 20:54:50,883 | 127.0.0.1 |         758612
                                                                                                                                                                                                                                Appending to commitlog | 20:54:50,883 | 127.0.0.1 |         758632
                                                                                                                                                                                                                              Adding to local memtable | 20:54:50,883 | 127.0.0.1 |         758662
                                                                                                                                                       Executing seq scan across 1 sstables for (min(-9223372036854775808), min(-9223372036854775808)] | 20:54:51,012 | 127.0.0.1 |         887305
                                                                                                                                                                                                                     Read 3 live and 0 tombstone cells | 20:54:51,012 | 127.0.0.1 |         887743
                                                                                                                                                                                                                     Read 3 live and 0 tombstone cells | 20:54:51,012 | 127.0.0.1 |         887797
                                                                                                                                                                                                                     Read 0 live and 0 tombstone cells | 20:54:51,012 | 127.0.0.1 |         887833
                                                                                                                                                                                                                     Read 3 live and 0 tombstone cells | 20:54:51,012 | 127.0.0.1 |         887871
                                                                                                                                                                                                                          Scanned 4 rows and matched 4 | 20:54:51,012 | 127.0.0.1 |         887917
                                                                                                                                                       Executing seq scan across 2 sstables for (min(-9223372036854775808), min(-9223372036854775808)] | 20:54:51,013 | 127.0.0.1 |         888027
                                                                                                                                                                                                                    Read 25 live and 0 tombstone cells | 20:54:51,013 | 127.0.0.1 |         888805
                                                                                                                                                                                                                    Read 25 live and 0 tombstone cells | 20:54:51,013 | 127.0.0.1 |         888923
                                                                                                                                                                                                                   Read 403 live and 0 tombstone cells | 20:54:51,015 | 127.0.0.1 |         890274
                                                                                                                                                                                                                     Read 0 live and 0 tombstone cells | 20:54:51,015 | 127.0.0.1 |         890348
                                                                                                                                                                                                                    Read 50 live and 0 tombstone cells | 20:54:51,015 | 127.0.0.1 |         890449
                                                                                                                                                                                                                          Scanned 5 rows and matched 5 | 20:54:51,015 | 127.0.0.1 |         890501
                                                                                                                                                       Executing seq scan across 2 sstables for (min(-9223372036854775808), min(-9223372036854775808)] | 20:54:51,015 | 127.0.0.1 |         890601
                                                                                                                                                                                                                    Read 43 live and 0 tombstone cells | 20:54:51,016 | 127.0.0.1 |         891096
                                                                                                                                                                                                                    Read 11 live and 0 tombstone cells | 20:54:51,016 | 127.0.0.1 |         891151
                                                                                                                                                                                                                   Read 433 live and 0 tombstone cells | 20:54:51,017 | 127.0.0.1 |         892801
                                                                                                                                                                                                                     Read 0 live and 0 tombstone cells | 20:54:51,017 | 127.0.0.1 |         892909
                                                                                                                                                                                                                    Read 46 live and 0 tombstone cells | 20:54:51,018 | 127.0.0.1 |         893107
                                                                                                                                                                                                                          Scanned 5 rows and matched 5 | 20:54:51,018 | 127.0.0.1 |         893161
                                                                                                                                                       Executing seq scan across 2 sstables for (min(-9223372036854775808), min(-9223372036854775808)] | 20:54:51,018 | 127.0.0.1 |         893294
                                                                                                                                                                                                                     Read 0 live and 0 tombstone cells | 20:54:51,018 | 127.0.0.1 |         893917
                                                                                                                                                                                                                          Scanned 1 rows and matched 1 | 20:54:51,018 | 127.0.0.1 |         893987
                                                                                                                                         Parsing INSERT INTO system.local (key, schema_version) VALUES ('local', 7e868e02-f992-3186-b7f3-a4f35c33a5cd) | 20:54:51,019 | 127.0.0.1 |         894391
                                                                                                                                                                                                                                   Preparing statement | 20:54:51,019 | 127.0.0.1 |         894500
                                                                                                                                                                                                                        Acquiring switchLock read lock | 20:54:51,019 | 127.0.0.1 |         894659
                                                                                                                                                                                                                                Appending to commitlog | 20:54:51,019 | 127.0.0.1 |         894668
                                                                                                                                                                                                                              Adding to local memtable | 20:54:51,019 | 127.0.0.1 |         894691
                                                                                                                                                                                                                                      Request complete | 20:54:51,023 | 127.0.0.1 |         898780


