
 session_id                           | client    | command | coordinator | duration | parameters                                                                                                                                                                                             | request            | started_at
 829e8390-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     3617 |                                                                                   {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.keyspaces', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.361000+0000
 8387f930-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1456 | {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.sessions WHERE session_id = 83867290-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.891000+0000
 8d1b1010-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      386 |                                                                                        {'consistency_level': 'ONE', 'page_size': '5000', 'query': 'use testdb;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:50.961000+0000
 836a8632-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      683 |                           {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.views WHERE keyspace_name = ''testdb'' AND view_name = ''testcf''', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.698000+0000
 837beb40-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1326 | {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.sessions WHERE session_id = 837ab2c0-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.812000+0000
 83018b20-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1772 |                                                              {'consistency_level': 'ONE', 'query': 'SELECT peer, rpc_address, schema_version FROM system.peers', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.010000+0000
 7aa25d30-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     3041 |                                                                        {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select * from testdb.testcf;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:19.971000+0000
 90237bd5-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      787 |                                                                                   {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.functions', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:43.533000+0000
 8379c860-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1006 |   {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.events WHERE session_id = 8377f3a0-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.799000+0000
 82d57210-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1852 |                                                             {'consistency_level': 'ONE', 'query': 'SELECT schema_version FROM system.local WHERE key=''local''', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.721000+0000
 757682f0-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     3632 |                                                                                           {'consistency_level': 'ONE', 'page_size': '5000', 'query': 'use ks1;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:11.301000+0000
 86d96e27-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1104 |                       {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.triggers WHERE keyspace_name = ''testdb'' AND table_name = ''testcf''', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:59.458000+0000
 837eaa60-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     7492 | {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.sessions WHERE session_id = 837d71e0-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.830000+0000
 82df8432-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      140 |                                                                                                            {'consistency_level': 'ONE', 'query': 'USE "testdb"', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.787000+0000
 8d159f90-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     5163 |                                                                          {'consistency_level': 'ONE', 'query': 'SELECT * FROM system.local WHERE key=''local''', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:38.409000+0000
 82a1b7e9-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     2131 |                                                                                    {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.triggers', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.382000+0000
 9029bd60-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1848 |                                                   {'consistency_level': 'ONE', 'page_size': '5000', 'query': 'select * from system.local where key = ''local''', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:43.574000+0000
 7aab5de0-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     4278 |                                                                        {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select * from testdb.testcf;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:20.030000+0000
 837d71e0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     3304 |                                                                        {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select * from testdb.testcf;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.822000+0000
 838d7770-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     3126 |   {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.events WHERE session_id = 838bf0d0-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.927000+0000
 90237be2-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      758 |                                                                                    {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.triggers', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:43.533000+0000
 836c0cc0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     2121 |   {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.events WHERE session_id = 82dfd250-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.708000+0000
 7ab4acb0-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1946 |                                                                        {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select * from testdb.testcf;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:20.091000+0000
 82a7ab50-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |   292471 | {'consistency_level': 'ONE', 'page_size': '100', 'query': 'create keyspace  testdb with replication = {''class'':''SimpleStrategy'',''replication_factor'':1};', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.421000+0000
 8396ed50-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1409 |                                                                        {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select * from testdb.testcf;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.989000+0000
 83f56100-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1867 |                        {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.indexes WHERE keyspace_name = ''testdb'' AND table_name = ''testcf''', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:54.608000+0000
 86d94710-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      869 |                        {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.columns WHERE keyspace_name = ''testdb'' AND table_name = ''testcf''', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:59.457000+0000
 902131e0-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1528 |                                                                                              {'consistency_level': 'ONE', 'query': 'SELECT * FROM system.peers', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:43.518000+0000
 90237bdb-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     3208 |                                                                                  {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.aggregates', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:43.533000+0000
 83761ee0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1041 | {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.sessions WHERE session_id = 8375d0c0-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.774000+0000
 83919620-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1001 | {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.sessions WHERE session_id = 8390d2d0-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.954000+0000
 7ab6cf90-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      696 |                                                      {'consistency_level': 'ONE', 'page_size': '100', 'query': 'delete from  testdb.testcf WHERE field0=''C'';', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:20.105000+0000
 8e0d3840-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      445 |                 {'consistency_level': 'ONE', 'page_size': '100', 'query': 'insert into testdb.testcf (field0,field1,field2,field3) values (''C'',''G2'',3,30);', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:52.548000+0000
 8302c3a0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1102 |                                                  {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.keyspaces WHERE keyspace_name = ''testdb''', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.018000+0000
 8e1a7eb0-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      972 |                                         {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select field0,field1 from testdb.testcf where field0=''A'';', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:52.635000+0000
 82df5d20-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      286 |                                                                                        {'consistency_level': 'ONE', 'page_size': '5000', 'query': 'use testdb;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.786000+0000
 8376e230-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1175 |   {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.events WHERE session_id = 8375d0c0-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.779000+0000
 8e221fd0-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     2569 |                                                                        {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select * from testdb.testcf;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:52.685000+0000
 9023a2ee-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1141 |                                                                                       {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.views', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:43.534000+0000
 839b3310-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1498 |                                                                        {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select * from testdb.testcf;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:54.017000+0000
 82a1def4-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     7027 |                                                                                     {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.indexes', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.383000+0000
 8381b7a0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |    12744 |                                                            {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select field0,field1 from testdb.testcf;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.850000+0000
 836a5f1a-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      589 |                       {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.triggers WHERE keyspace_name = ''testdb'' AND table_name = ''testcf''', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.697000+0000
 838f2520-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1356 | {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.sessions WHERE session_id = 838ed700-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.938000+0000
 82997a80-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     5865 |                                                                                              {'consistency_level': 'ONE', 'query': 'SELECT * FROM system.peers', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.328000+0000
 8389cdf0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      726 |                                              {'consistency_level': 'ONE', 'page_size': '100', 'query': 'update testdb.testcf SET field3=45 WHERE field0=''C'';', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.903000+0000
 836a3800-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      920 |                         {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.tables WHERE keyspace_name = ''testdb'' AND table_name = ''testcf''', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.696000+0000
 839a21a0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1073 |   {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.events WHERE session_id = 83991030-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:54.010000+0000
 82d4aec0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     5034 |                                                              {'consistency_level': 'ONE', 'query': 'SELECT peer, rpc_address, schema_version FROM system.peers', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.716000+0000
 8d1b8540-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |  1474642 |         {'consistency_level': 'ONE', 'page_size': '100', 'query': 'create table testdb.testcf (field0 TEXT primary key,  field1 TEXT, field2 int, field3 int);', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:50.964000+0000
 82a1b7e0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1618 |                                                                                   {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.functions', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.382000+0000
 7ab0b510-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     2089 |                                                                        {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select * from testdb.testcf;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:20.065000+0000
 82dfd250-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |   902517 |         {'consistency_level': 'ONE', 'page_size': '100', 'query': 'create table testdb.testcf (field0 TEXT primary key,  field1 TEXT, field2 int, field3 int);', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.789000+0000
 8375d0c0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      566 |                 {'consistency_level': 'ONE', 'page_size': '100', 'query': 'insert into testdb.testcf (field0,field1,field2,field3) values (''B'',''G1'',2,20);', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.772000+0000
 8d268f80-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |    10259 |                                                               {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select * from system_traces.sessions;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:38.520000+0000
 83958dc0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1111 | {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.sessions WHERE session_id = 83931cc0-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.980000+0000
 902b9220-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     6767 |                                                               {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select * from system_traces.sessions;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:43.586000+0000
 8d241e80-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     2089 |                                                   {'consistency_level': 'ONE', 'page_size': '5000', 'query': 'select * from system.local where key = ''local''', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:38.504000+0000
 7a9b7f60-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1200 |                 {'consistency_level': 'ONE', 'page_size': '100', 'query': 'insert into testdb.testcf (field0,field1,field2,field3) values (''B'',''G1'',2,20);', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:19.926000+0000
 8e2cce30-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1441 |                                                                        {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select * from testdb.testcf;', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:52.755000+0000
 83867290-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     4187 |                                         {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select field0,field1 from testdb.testcf where field0=''A'';', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.881000+0000
 83931cc0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      478 |                                        {'consistency_level': 'ONE', 'page_size': '100', 'query': 'delete field1,field2 from  testdb.testcf WHERE field0=''C'';', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.964000+0000
 902354ce-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1025 |                                                                                       {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.types', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:43.532000+0000
 836b9790-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1003 | {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.sessions WHERE session_id = 82dfd250-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.705000+0000
 8d1885c9-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     3532 |                                                                                    {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.triggers', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:38.428000+0000
 8e0f5b20-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      452 |                 {'consistency_level': 'ONE', 'page_size': '100', 'query': 'insert into testdb.testcf (field0,field1,field2,field3) values (''D'',''G2'',4,40);', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:52.562000+0000
 8d17e980-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     2461 |                                                                                   {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.keyspaces', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:38.424000+0000
 83993740-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      872 | {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.sessions WHERE session_id = 83991030-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:54.004000+0000
 7aa71820-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     2428 |                                         {'consistency_level': 'ONE', 'page_size': '100', 'query': 'select field0,field1 from testdb.testcf where field0=''A'';', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:20.002000+0000
 8e1e2830-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      696 |                                              {'consistency_level': 'ONE', 'page_size': '100', 'query': 'update testdb.testcf SET field3=45 WHERE field0=''C'';', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:52.659000+0000
 837ad9d0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      919 | {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.sessions WHERE session_id = 837ab2c0-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.805000+0000
 838fc160-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      913 |   {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.events WHERE session_id = 838ed700-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.942000+0000
 829f6df0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |    17217 |                                                                                      {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.tables', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.367000+0000
 82a1b7e6-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1820 |                                                                                  {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.aggregates', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.382000+0000
 82a5af80-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     2738 |                                                   {'consistency_level': 'ONE', 'page_size': '5000', 'query': 'select * from system.local where key = ''local''', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:52.408000+0000
 8d150350-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     3398 |                                                                                              {'consistency_level': 'ONE', 'query': 'SELECT * FROM system.peers', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:38.405000+0000
 8d18faf7-7790-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     9497 |                                                                                       {'consistency_level': 'ONE', 'query': 'SELECT * FROM system_schema.views', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:40:38.431000+0000
 839602f0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      886 |   {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.events WHERE session_id = 83931cc0-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.983000+0000
 837386d0-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1620 |                 {'consistency_level': 'ONE', 'page_size': '100', 'query': 'insert into testdb.testcf (field0,field1,field2,field3) values (''A'',''G1'',1,10);', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.757000+0000
 83920b50-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      822 |   {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.events WHERE session_id = 8390d2d0-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.957000+0000
 83742310-778d-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |     1536 | {'consistency_level': 'LOCAL_ONE', 'page_size': '5000', 'query': 'SELECT * FROM system_traces.sessions WHERE session_id = 837386d0-778d-11e7-8276-e16f4b63abe2', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:18:53.761000+0000
 8e0a5210-778b-11e7-8276-e16f4b63abe2 | 127.0.0.1 |   QUERY |   127.0.0.1 |      473 |                 {'consistency_level': 'ONE', 'page_size': '100', 'query': 'insert into testdb.testcf (field0,field1,field2,field3) values (''B'',''G1'',2,20);', 'serial_consistency_level': 'SERIAL'} | Execute CQL3 query | 2017-08-02 14:04:52.529000+0000
